,country,type,recycling_m,scrap,year,Strategy type
450,Saint Lucia,LFP,Direct,0.0,2048,Strategy 3
453,Saint Lucia,NCA,Direct,252.42062286574009,2048,Strategy 3
456,Saint Lucia,NMC111,Direct,64.04986084501272,2048,Strategy 3
459,Saint Lucia,NMC523,Direct,79.40802909061429,2048,Strategy 3
462,Saint Lucia,NMC622,Direct,39.335252680412964,2048,Strategy 3
465,Saint Lucia,NMC811,Direct,31.312208646114897,2048,Strategy 3
666,Senegal,LFP,Direct,0.0,2048,Strategy 3
669,Senegal,NCA,Direct,357657.77224844944,2048,Strategy 3
673,Senegal,NMC111,Hydro,90711.15521099421,2048,Strategy 3
676,Senegal,NMC523,Hydro,112502.77226287105,2048,Strategy 3
679,Senegal,NMC622,Hydro,55736.47601830315,2048,Strategy 3
681,Senegal,NMC811,Direct,44376.74342198174,2048,Strategy 3
1134,Serbia,LFP,Direct,0.0,2048,Strategy 3
1137,Serbia,NCA,Direct,5777.8365184947015,2048,Strategy 3
1141,Serbia,NMC111,Hydro,1466.0374273286939,2048,Strategy 3
1144,Serbia,NMC523,Hydro,1817.390535964973,2048,Strategy 3
1146,Serbia,NMC622,Direct,900.3202233612491,2048,Strategy 3
1149,Serbia,NMC811,Direct,716.7467406110717,2048,Strategy 3
1026,Slovakia,LFP,Direct,23.115322701764903,2048,Strategy 3
1029,Slovakia,NCA,Direct,8087.197721995783,2048,Strategy 3
1033,Slovakia,NMC111,Hydro,4590.437326961021,2048,Strategy 3
1036,Slovakia,NMC523,Hydro,5160.935588654184,2048,Strategy 3
1038,Slovakia,NMC622,Direct,2556.8105081032686,2048,Strategy 3
1041,Slovakia,NMC811,Direct,1592.2615236798208,2048,Strategy 3
774,South Africa,LFP,Direct,0.0,2048,Strategy 3
777,South Africa,NCA,Direct,5334.126489962738,2048,Strategy 3
781,South Africa,NMC111,Hydro,1353.0815543704377,2048,Strategy 3
784,South Africa,NMC523,Hydro,1677.8651710704794,2048,Strategy 3
786,South Africa,NMC622,Direct,831.228609887523,2048,Strategy 3
789,South Africa,NMC811,Direct,661.7818910965253,2048,Strategy 3
1044,Spain,LFP,Direct,183.69665162896115,2048,Strategy 3
1047,Spain,NCA,Direct,64254.780261102394,2048,Strategy 3
1051,Spain,NMC111,Hydro,36477.12644773199,2048,Strategy 3
1054,Spain,NMC523,Hydro,41005.9262471857,2048,Strategy 3
1057,Spain,NMC622,Hydro,20313.565159951064,2048,Strategy 3
1059,Spain,NMC811,Direct,12648.301924672141,2048,Strategy 3
1062,Sweden,LFP,Direct,89.46066434048097,2048,Strategy 3
1065,Sweden,NCA,Direct,118175.18778509257,2048,Strategy 3
1069,Sweden,NMC111,Hydro,40249.20261876904,2048,Strategy 3
1072,Sweden,NMC523,Hydro,47749.62044871132,2048,Strategy 3
1075,Sweden,NMC622,Hydro,23651.978184303964,2048,Strategy 3
1077,Sweden,NMC811,Direct,17034.736314196176,2048,Strategy 3
1296,Switzerland,LFP,Direct,0.0,2048,Strategy 3
1299,Switzerland,NCA,Direct,18948.613674760818,2048,Strategy 3
1303,Switzerland,NMC111,Hydro,4811.276845161911,2048,Strategy 3
1306,Switzerland,NMC523,Hydro,5960.889261049491,2048,Strategy 3
1308,Switzerland,NMC622,Direct,2952.302096715124,2048,Strategy 3
1311,Switzerland,NMC811,Direct,2349.358033857793,2048,Strategy 3
900,Thailand,LFP,Direct,0.0,2048,Strategy 3
903,Thailand,NCA,Direct,167744.52377223058,2048,Strategy 3
907,Thailand,NMC111,Hydro,42558.665354355355,2048,Strategy 3
910,Thailand,NMC523,Hydro,52765.89194986281,2048,Strategy 3
912,Thailand,NMC622,Direct,26139.38778533803,2048,Strategy 3
915,Thailand,NMC811,Direct,20809.986494893743,2048,Strategy 3
720,Togo,LFP,Direct,0.0,2048,Strategy 3
723,Togo,NCA,Direct,11211.320047106528,2048,Strategy 3
727,Togo,NMC111,Hydro,2843.707922244117,2048,Strategy 3
730,Togo,NMC523,Hydro,3526.5883818412954,2048,Strategy 3
732,Togo,NMC622,Direct,1747.1267215165262,2048,Strategy 3
735,Togo,NMC811,Direct,1391.0020722353418,2048,Strategy 3
738,Trinidad and Tobago,LFP,Direct,0.0,2048,Strategy 3
741,Trinidad and Tobago,NCA,Direct,5593.402451224798,2048,Strategy 3
745,Trinidad and Tobago,NMC111,Hydro,1418.6921230663734,2048,Strategy 3
748,Trinidad and Tobago,NMC523,Hydro,1759.4474038517315,2048,Strategy 3
750,Trinidad and Tobago,NMC622,Direct,871.6592795231508,2048,Strategy 3
753,Trinidad and Tobago,NMC811,Direct,693.9865527695902,2048,Strategy 3
1152,Turkey,LFP,Direct,0.0,2048,Strategy 3
1155,Turkey,NCA,Direct,128820.78685550747,2048,Strategy 3
1159,Turkey,NMC111,Hydro,32676.16121872536,2048,Strategy 3
1162,Turkey,NMC523,Hydro,40520.69336144444,2048,Strategy 3
1165,Turkey,NMC622,Hydro,20074.371255599493,2048,Strategy 3
1167,Turkey,NMC811,Direct,15982.716401031465,2048,Strategy 3
1170,USA,LFP,Direct,3.845727657788942,2048,Strategy 3
1173,USA,NCA,Direct,8214706.934559381,2048,Strategy 3
1177,USA,NMC111,Hydro,918253.7940999761,2048,Strategy 3
1180,USA,NMC523,Hydro,1032299.3783521933,2048,Strategy 3
1182,USA,NMC622,Direct,511407.036984826,2048,Strategy 3
1185,USA,NMC811,Direct,642151.4259017978,2048,Strategy 3
1080,United Kingdom,LFP,Direct,0.0,2048,Strategy 3
1083,United Kingdom,NCA,Direct,152308.55900136882,2048,Strategy 3
1087,United Kingdom,NMC111,Hydro,38661.77388910376,2048,Strategy 3
1090,United Kingdom,NMC523,Hydro,47912.53305886089,2048,Strategy 3
1093,United Kingdom,NMC622,Hydro,23731.887526255334,2048,Strategy 3
1095,United Kingdom,NMC811,Direct,18888.598099041606,2048,Strategy 3
756,Uruguay,LFP,Direct,0.0,2048,Strategy 3
759,Uruguay,NCA,Direct,3327.756628738721,2048,Strategy 3
763,Uruguay,NMC111,Hydro,844.3399553664884,2048,Strategy 3
766,Uruguay,NMC523,Hydro,1046.8122977255864,2048,Strategy 3
768,Uruguay,NMC622,Direct,518.5618531734573,2048,Strategy 3
771,Uruguay,NMC811,Direct,412.7984383035177,2048,Strategy 3
918,Viet Nam,LFP,Direct,0.0,2048,Strategy 3
921,Viet Nam,NCA,Direct,77273.15019450961,2048,Strategy 3
925,Viet Nam,NMC111,Hydro,19649.127716268333,2048,Strategy 3
928,Viet Nam,NMC523,Hydro,24310.977592591233,2048,Strategy 3
931,Viet Nam,NMC622,Hydro,12036.117897205266,2048,Strategy 3
933,Viet Nam,NMC811,Direct,9575.464054810482,2048,Strategy 3
792,Zambia,LFP,Direct,0.0,2048,Strategy 3
795,Zambia,NCA,Direct,84.62489543269425,2048,Strategy 3
798,Zambia,NMC111,Direct,37.66863224377427,2048,Strategy 3
801,Zambia,NMC523,Direct,22.216506343858825,2048,Strategy 3
804,Zambia,NMC622,Direct,8.895424580448333,2048,Strategy 3
807,Zambia,NMC811,Direct,3.3716436083387027,2048,Strategy 3
810,Zimbabwe,LFP,Direct,0.0,2048,Strategy 3
813,Zimbabwe,NCA,Direct,8.042708029528361,2048,Strategy 3
816,Zimbabwe,NMC111,Direct,2.3473592415208695,2048,Strategy 3
819,Zimbabwe,NMC523,Direct,2.5737179847735203,2048,Strategy 3
822,Zimbabwe,NMC622,Direct,1.2197065340052655,2048,Strategy 3
825,Zimbabwe,NMC811,Direct,0.7608821498905818,2048,Strategy 3
18,Angola,LFP,Direct,0.0,2048,Strategy 1
21,Angola,NCA,Direct,1379.9604239830549,2048,Strategy 1
24,Angola,NMC111,Direct,350.5374813417323,2048,Strategy 1
28,Angola,NMC523,Hydro,433.9398552546092,2048,Strategy 1
30,Angola,NMC622,Direct,214.9212025244868,2048,Strategy 1
33,Angola,NMC811,Direct,170.9979419319529,2048,Strategy 1
36,Argentina,LFP,Direct,0.0,2048,Strategy 1
39,Argentina,NCA,Direct,13592.614965118762,2048,Strategy 1
43,Argentina,NMC111,Hydro,3463.6380596905697,2048,Strategy 1
46,Argentina,NMC523,Hydro,4275.671641928187,2048,Strategy 1
48,Argentina,NMC622,Direct,2117.0999757002915,2048,Strategy 1
51,Argentina,NMC811,Direct,1684.3229285218588,2048,Strategy 1
0,Aruba,LFP,Direct,0.0,2048,Strategy 1
3,Aruba,NCA,Direct,0.9582881372877925,2048,Strategy 1
6,Aruba,NMC111,Direct,0.4867208654918451,2048,Strategy 1
9,Aruba,NMC523,Direct,0.3619179965342338,2048,Strategy 1
12,Aruba,NMC622,Direct,0.14097635393326258,2048,Strategy 1
15,Aruba,NMC811,Direct,0.08729384603134485,2048,Strategy 1
1206,Australia,LFP,Direct,0.0,2048,Strategy 1
1209,Australia,NCA,Direct,68750.67125067006,2048,Strategy 1
1213,Australia,NMC111,Hydro,17438.370103400626,2048,Strategy 1
1216,Australia,NMC523,Hydro,21625.913152254667,2048,Strategy 1
1219,Australia,NMC622,Hydro,10713.748381852243,2048,Strategy 1
1221,Australia,NMC811,Direct,8529.78783827673,2048,Strategy 1
1260,Belgium,LFP,Direct,50.55987092576975,2048,Strategy 1
1263,Belgium,NCA,Direct,17853.75228557732,2048,Strategy 1
1267,Belgium,NMC111,Hydro,10141.956230500029,2048,Strategy 1
1270,Belgium,NMC523,Hydro,11393.634386380434,2048,Strategy 1
1273,Belgium,NMC622,Hydro,5642.249149120144,2048,Strategy 1
1275,Belgium,NMC811,Direct,3511.118621545664,2048,Strategy 1
54,Benin,LFP,Direct,0.0,2048,Strategy 1
57,Benin,NCA,Direct,269.58134403568863,2048,Strategy 1
60,Benin,NMC111,Direct,68.37266932842718,2048,Strategy 1
63,Benin,NMC523,Direct,84.79793133828532,2048,Strategy 1
66,Benin,NMC622,Direct,42.010868451674696,2048,Strategy 1
69,Benin,NMC811,Direct,33.44856528178548,2048,Strategy 1
90,Bermuda,LFP,Direct,0.0,2048,Strategy 1
93,Bermuda,NCA,Direct,0.8255414080698018,2048,Strategy 1
96,Bermuda,NMC111,Direct,0.5268715238379735,2048,Strategy 1
99,Bermuda,NMC523,Direct,0.35767342295553456,2048,Strategy 1
102,Bermuda,NMC622,Direct,0.11678355882450665,2048,Strategy 1
105,Bermuda,NMC811,Direct,0.016864392510628646,2048,Strategy 1
108,Bolivia (Plurinational State of),LFP,Direct,0.0,2048,Strategy 1
111,Bolivia (Plurinational State of),NCA,Direct,26408.794282281615,2048,Strategy 1
115,Bolivia (Plurinational State of),NMC111,Hydro,6698.59848723668,2048,Strategy 1
118,Bolivia (Plurinational State of),NMC523,Hydro,8307.004472505849,2048,Strategy 1
121,Bolivia (Plurinational State of),NMC622,Hydro,4115.382710136407,2048,Strategy 1
123,Bolivia (Plurinational State of),NMC811,Direct,3276.411281237335,2048,Strategy 1
144,Botswana,LFP,Direct,0.0,2048,Strategy 1
147,Botswana,NCA,Direct,1347.4179371352404,2048,Strategy 1
150,Botswana,NMC111,Direct,342.1542216931729,2048,Strategy 1
154,Botswana,NMC523,Hydro,423.93951132613756,2048,Strategy 1
156,Botswana,NMC622,Direct,209.96268883257628,2048,Strategy 1
159,Botswana,NMC811,Direct,167.07042213416028,2048,Strategy 1
126,Brazil,LFP,Direct,0.0,2048,Strategy 1
129,Brazil,NCA,Direct,673588.1936917587,2048,Strategy 1
133,Brazil,NMC111,Hydro,170839.1303316462,2048,Strategy 1
136,Brazil,NMC523,Hydro,211879.9848510521,2048,Strategy 1
139,Brazil,NMC622,Hydro,104970.26114965467,2048,Strategy 1
141,Brazil,NMC811,Direct,83576.11149263123,2048,Strategy 1
72,Burkina Faso,LFP,Direct,0.0,2048,Strategy 1
75,Burkina Faso,NCA,Direct,58899.72865201623,2048,Strategy 1
79,Burkina Faso,NMC111,Hydro,14938.79887500915,2048,Strategy 1
82,Burkina Faso,NMC523,Hydro,18527.20985369117,2048,Strategy 1
85,Burkina Faso,NMC622,Hydro,9178.766005810696,2048,Strategy 1
87,Burkina Faso,NMC811,Direct,7307.997950042954,2048,Strategy 1
180,C?te d'Ivoire,LFP,Direct,0.0,2048,Strategy 1
183,C?te d'Ivoire,NCA,Direct,2156.2940376965958,2048,Strategy 1
186,C?te d'Ivoire,NMC111,Direct,547.7866926270767,2048,Strategy 1
190,C?te d'Ivoire,NMC523,Hydro,678.146399437825,2048,Strategy 1
192,C?te d'Ivoire,NMC622,Direct,335.8705832579534,2048,Strategy 1
195,C?te d'Ivoire,NMC811,Direct,267.3269900077097,2048,Strategy 1
252,Cabo Verde,LFP,Direct,0.0,2048,Strategy 1
255,Cabo Verde,NCA,Direct,275.5891810914405,2048,Strategy 1
258,Cabo Verde,NMC111,Direct,69.90219109956396,2048,Strategy 1
261,Cabo Verde,NMC523,Direct,86.6893297690546,2048,Strategy 1
264,Cabo Verde,NMC622,Direct,42.946795644375506,2048,Strategy 1
267,Cabo Verde,NMC811,Direct,34.192239986659004,2048,Strategy 1
198,Cameroon,LFP,Direct,0.0,2048,Strategy 1
201,Cameroon,NCA,Direct,0.695963553886684,2048,Strategy 1
204,Cameroon,NMC111,Direct,0.5230876215736694,2048,Strategy 1
207,Cameroon,NMC523,Direct,0.21665577224441263,2048,Strategy 1
210,Cameroon,NMC622,Direct,0.06287483681449244,2048,Strategy 1
213,Cameroon,NMC811,Direct,0.002256327425674789,2048,Strategy 1
1188,Canada,LFP,Direct,0.0,2048,Strategy 1
1191,Canada,NCA,Direct,738637.0095205137,2048,Strategy 1
1195,Canada,NMC111,Hydro,187349.95160858627,2048,Strategy 1
1198,Canada,NMC523,Hydro,232343.62146019368,2048,Strategy 1
1201,Canada,NMC622,Hydro,115106.27211376523,2048,Strategy 1
1203,Canada,NMC811,Direct,91642.93608656626,2048,Strategy 1
162,Chile,LFP,Direct,0.0,2048,Strategy 1
165,Chile,NCA,Direct,74574.39348876185,2048,Strategy 1
169,Chile,NMC111,Hydro,18914.03807090273,2048,Strategy 1
172,Chile,NMC523,Hydro,23457.70863678146,2048,Strategy 1
175,Chile,NMC622,Hydro,11621.479529366812,2048,Strategy 1
177,Chile,NMC811,Direct,9252.868316405791,2048,Strategy 1
828,China,LFP,Direct,8154411.101377863,2048,Strategy 1
831,China,NCA,Direct,656756.2148717346,2048,Strategy 1
835,China,NMC111,Hydro,3235855.288637582,2048,Strategy 1
838,China,NMC523,Hydro,941142.6153928513,2048,Strategy 1
840,China,NMC622,Direct,3740379.0678414884,2048,Strategy 1
843,China,NMC811,Direct,2005644.6518082428,2048,Strategy 1
234,Colombia,LFP,Direct,0.0,2048,Strategy 1
237,Colombia,NCA,Direct,27292.296084281847,2048,Strategy 1
241,Colombia,NMC111,Hydro,6925.586666004099,2048,Strategy 1
244,Colombia,NMC523,Hydro,8584.890955407462,2048,Strategy 1
247,Colombia,NMC622,Hydro,4252.682249617577,2048,Strategy 1
249,Colombia,NMC811,Direct,3385.3551659768964,2048,Strategy 1
216,Congo,LFP,Direct,0.0,2048,Strategy 1
219,Congo,NCA,Direct,1.62953308162416,2048,Strategy 1
222,Congo,NMC111,Direct,0.7426670063821939,2048,Strategy 1
225,Congo,NMC523,Direct,0.5163999158884081,2048,Strategy 1
228,Congo,NMC622,Direct,0.21808111677111897,2048,Strategy 1
231,Congo,NMC811,Direct,0.12289801683590361,2048,Strategy 1
270,Costa Rica,LFP,Direct,0.0,2048,Strategy 1
273,Costa Rica,NCA,Direct,8530.969842097142,2048,Strategy 1
277,Costa Rica,NMC111,Hydro,2165.344783910589,2048,Strategy 1
280,Costa Rica,NMC523,Hydro,2683.465853504238,2048,Strategy 1
282,Costa Rica,NMC622,Direct,1329.2581159881397,2048,Strategy 1
285,Costa Rica,NMC811,Direct,1058.0423352226198,2048,Strategy 1
1224,Czechia,LFP,Direct,22.512272520849166,2048,Strategy 1
1227,Czechia,NCA,Direct,8748.284454955317,2048,Strategy 1
1231,Czechia,NMC111,Hydro,4965.561277872509,2048,Strategy 1
1234,Czechia,NMC523,Hydro,5582.785904208289,2048,Strategy 1
1236,Czechia,NMC622,Direct,2765.8382502373065,2048,Strategy 1
1239,Czechia,NMC811,Direct,1722.4907494365527,2048,Strategy 1
288,Dominican Rep.,LFP,Direct,0.0,2048,Strategy 1
291,Dominican Rep.,NCA,Direct,38751.06588773981,2048,Strategy 1
295,Dominican Rep.,NMC111,Hydro,9828.611802548121,2048,Strategy 1
298,Dominican Rep.,NMC523,Hydro,12189.301317105157,2048,Strategy 1
301,Dominican Rep.,NMC622,Hydro,6038.81940941532,2048,Strategy 1
303,Dominican Rep.,NMC811,Direct,4807.929392740781,2048,Strategy 1
306,Ecuador,LFP,Direct,0.0,2048,Strategy 1
309,Ecuador,NCA,Direct,27893.90628679533,2048,Strategy 1
313,Ecuador,NMC111,Hydro,7075.125569661892,2048,Strategy 1
316,Ecuador,NMC523,Hydro,8774.209003565693,2048,Strategy 1
319,Ecuador,NMC622,Hydro,4346.864989394854,2048,Strategy 1
321,Ecuador,NMC811,Direct,3460.80605540492,2048,Strategy 1
684,El Salvador,LFP,Direct,0.0,2048,Strategy 1
687,El Salvador,NCA,Direct,5.747488974140861,2048,Strategy 1
690,El Salvador,NMC111,Direct,2.1900751833303893,2048,Strategy 1
693,El Salvador,NMC523,Direct,1.948059800346596,2048,Strategy 1
696,El Salvador,NMC622,Direct,0.8429050977585344,2048,Strategy 1
699,El Salvador,NMC811,Direct,0.4673495433763771,2048,Strategy 1
702,Eswatini,LFP,Direct,0.0,2048,Strategy 1
705,Eswatini,NCA,Direct,310.46006656470144,2048,Strategy 1
708,Eswatini,NMC111,Direct,78.75803474371436,2048,Strategy 1
711,Eswatini,NMC523,Direct,97.65910057445139,2048,Strategy 1
714,Eswatini,NMC622,Direct,48.37968874260045,2048,Strategy 1
717,Eswatini,NMC811,Direct,38.516386687248726,2048,Strategy 1
1278,Finland,LFP,Direct,86.8312992337373,2048,Strategy 1
1281,Finland,NCA,Direct,29030.839488224286,2048,Strategy 1
1285,Finland,NMC111,Hydro,16480.308708023782,2048,Strategy 1
1288,Finland,NMC523,Hydro,18526.93908848981,2048,Strategy 1
1291,Finland,NMC622,Hydro,9177.986539021911,2048,Strategy 1
1293,Finland,NMC811,Direct,5714.866555972891,2048,Strategy 1
936,France,LFP,Direct,279.78532909269467,2048,Strategy 1
939,France,NCA,Direct,98474.05625134349,2048,Strategy 1
943,France,NMC111,Hydro,55926.259379438765,2048,Strategy 1
946,France,NMC523,Hydro,62838.28339334054,2048,Strategy 1
949,France,NMC622,Hydro,31123.20249800368,2048,Strategy 1
951,France,NMC811,Direct,19372.91773451968,2048,Strategy 1
954,Germany,LFP,Direct,307.433062338796,2048,Strategy 1
957,Germany,NCA,Direct,109865.99671793063,2048,Strategy 1
961,Germany,NMC111,Hydro,62398.11387774207,2048,Strategy 1
964,Germany,NMC523,Hydro,70115.2001312242,2048,Strategy 1
967,Germany,NMC622,Hydro,34725.66881687457,2048,Strategy 1
969,Germany,NMC811,Direct,21611.66997154879,2048,Strategy 1
324,Ghana,LFP,Direct,0.0,2048,Strategy 1
327,Ghana,NCA,Direct,11.026564792887743,2048,Strategy 1
330,Ghana,NMC111,Direct,5.228139255853334,2048,Strategy 1
333,Ghana,NMC523,Direct,3.334406656077532,2048,Strategy 1
336,Ghana,NMC622,Direct,1.270058938314963,2048,Strategy 1
339,Ghana,NMC811,Direct,0.18409282957443954,2048,Strategy 1
360,Grenada,LFP,Direct,0.0,2048,Strategy 1
363,Grenada,NCA,Direct,496.8859256967124,2048,Strategy 1
366,Grenada,NMC111,Direct,126.02938878449332,2048,Strategy 1
369,Grenada,NMC523,Direct,156.29904684286808,2048,Strategy 1
372,Grenada,NMC622,Direct,77.4329962287534,2048,Strategy 1
375,Grenada,NMC811,Direct,61.648705574009355,2048,Strategy 1
378,Guatemala,LFP,Direct,0.0,2048,Strategy 1
381,Guatemala,NCA,Direct,54705.96632087249,2048,Strategy 1
385,Guatemala,NMC111,Hydro,13876.713513303408,2048,Strategy 1
388,Guatemala,NMC523,Hydro,17208.512437246613,2048,Strategy 1
391,Guatemala,NMC622,Hydro,8525.194945359892,2048,Strategy 1
393,Guatemala,NMC811,Direct,6787.325383888877,2048,Strategy 1
342,Guinea,LFP,Direct,0.0,2048,Strategy 1
345,Guinea,NCA,Direct,6.55951386476899,2048,Strategy 1
348,Guinea,NMC111,Direct,1.688438509288494,2048,Strategy 1
351,Guinea,NMC523,Direct,1.9503453499715864,2048,Strategy 1
354,Guinea,NMC622,Direct,0.9662274445186125,2048,Strategy 1
357,Guinea,NMC811,Direct,0.7692268629545513,2048,Strategy 1
396,Guyana,LFP,Direct,0.0,2048,Strategy 1
399,Guyana,NCA,Direct,3339.9894952867694,2048,Strategy 1
403,Guyana,NMC111,Hydro,847.1059300716313,2048,Strategy 1
406,Guyana,NMC523,Hydro,1050.607537121511,2048,Strategy 1
408,Guyana,NMC622,Direct,520.4954471397513,2048,Strategy 1
411,Guyana,NMC811,Direct,414.40343810561234,2048,Strategy 1
414,Honduras,LFP,Direct,0.0,2048,Strategy 1
417,Honduras,NCA,Direct,4979.112033456524,2048,Strategy 1
421,Honduras,NMC111,Hydro,1263.4223008125039,2048,Strategy 1
424,Honduras,NMC523,Hydro,1566.2585428283328,2048,Strategy 1
426,Honduras,NMC622,Direct,775.8677456567895,2048,Strategy 1
429,Honduras,NMC811,Direct,617.6011443262632,2048,Strategy 1
972,Hungary,LFP,Direct,134.13136007130367,2048,Strategy 1
975,Hungary,NCA,Direct,62628.440580433,2048,Strategy 1
979,Hungary,NMC111,Hydro,31263.356102341844,2048,Strategy 1
982,Hungary,NMC523,Hydro,35549.21049554559,2048,Strategy 1
985,Hungary,NMC622,Hydro,17611.511409717183,2048,Strategy 1
987,Hungary,NMC811,Direct,11336.345867362139,2048,Strategy 1
846,India,LFP,Direct,0.0,2048,Strategy 1
849,India,NCA,Direct,7909660.725395461,2048,Strategy 1
853,India,NMC111,Hydro,2006090.2281333546,2048,Strategy 1
856,India,NMC523,Hydro,2488016.5085275443,2048,Strategy 1
858,India,NMC622,Direct,1232621.3440610617,2048,Strategy 1
861,India,NMC811,Direct,981399.5601503024,2048,Strategy 1
990,Italy,LFP,Direct,209.53277949245268,2048,Strategy 1
993,Italy,NCA,Direct,74064.31516915791,2048,Strategy 1
997,Italy,NMC111,Hydro,42044.02660906094,2048,Strategy 1
1000,Italy,NMC523,Hydro,47265.549600836406,2048,Strategy 1
1003,Italy,NMC622,Hydro,23415.09730226562,2048,Strategy 1
1005,Italy,NMC811,Direct,14580.099132619789,2048,Strategy 1
432,Jamaica,LFP,Direct,0.0,2048,Strategy 1
435,Jamaica,NCA,Direct,2.8990539129129265,2048,Strategy 1
438,Jamaica,NMC111,Direct,1.1631339289495881,2048,Strategy 1
441,Jamaica,NMC523,Direct,0.880429627918821,2048,Strategy 1
444,Jamaica,NMC622,Direct,0.37885920022486796,2048,Strategy 1
447,Jamaica,NMC811,Direct,0.10533361188100507,2048,Strategy 1
864,Japan,LFP,Direct,203.2822802551882,2048,Strategy 1
867,Japan,NCA,Direct,1084636.1848994738,2048,Strategy 1
871,Japan,NMC111,Hydro,236974.27870162472,2048,Strategy 1
874,Japan,NMC523,Hydro,283575.79159373004,2048,Strategy 1
876,Japan,NMC622,Direct,140479.40536435263,2048,Strategy 1
879,Japan,NMC811,Direct,120143.35219554293,2048,Strategy 1
882,Korea,LFP,Direct,838.1152096865932,2048,Strategy 1
885,Korea,NCA,Direct,13182378.83136539,2048,Strategy 1
889,Korea,NMC111,Hydro,3150577.3470013076,2048,Strategy 1
892,Korea,NMC523,Hydro,3860745.989410269,2048,Strategy 1
894,Korea,NMC622,Direct,1912659.357831781,2048,Strategy 1
897,Korea,NMC811,Direct,1564298.8667871952,2048,Strategy 1
468,Lesotho,LFP,Direct,0.0,2048,Strategy 1
471,Lesotho,NCA,Direct,14823.396171826114,2048,Strategy 1
475,Lesotho,NMC111,Hydro,3759.609167685561,2048,Strategy 1
478,Lesotho,NMC523,Hydro,4662.760093716567,2048,Strategy 1
480,Lesotho,NMC622,Direct,2310.0378240857576,2048,Strategy 1
483,Lesotho,NMC811,Direct,1839.2169412393162,2048,Strategy 1
504,Mali,LFP,Direct,0.0,2048,Strategy 1
507,Mali,NCA,Direct,8091.0839044325985,2048,Strategy 1
511,Mali,NMC111,Hydro,2052.1370647481813,2048,Strategy 1
514,Mali,NMC523,Hydro,2545.0951602881364,2048,Strategy 1
516,Mali,NMC622,Direct,1260.8929052949607,2048,Strategy 1
519,Mali,NMC811,Direct,1003.8954497174523,2048,Strategy 1
486,Mexico,LFP,Direct,0.0,2048,Strategy 1
489,Mexico,NCA,Direct,78307.92792381199,2048,Strategy 1
493,Mexico,NMC111,Hydro,19860.996748427388,2048,Strategy 1
496,Mexico,NMC523,Hydro,24632.116747086784,2048,Strategy 1
499,Mexico,NMC622,Hydro,12203.302490025517,2048,Strategy 1
501,Mexico,NMC811,Direct,9716.103599848702,2048,Strategy 1
522,Mozambique,LFP,Direct,0.0,2048,Strategy 1
525,Mozambique,NCA,Direct,65.64260608637227,2048,Strategy 1
528,Mozambique,NMC111,Direct,35.7243096638301,2048,Strategy 1
531,Mozambique,NMC523,Direct,26.558361506729284,2048,Strategy 1
534,Mozambique,NMC622,Direct,9.608405987507778,2048,Strategy 1
537,Mozambique,NMC811,Direct,1.7567089114949934,2048,Strategy 1
540,Namibia,LFP,Direct,0.0,2048,Strategy 1
543,Namibia,NCA,Direct,24484.011554000394,2048,Strategy 1
547,Namibia,NMC111,Hydro,6209.923095557958,2048,Strategy 1
550,Namibia,NMC523,Hydro,7701.562498940313,2048,Strategy 1
552,Namibia,NMC622,Direct,3815.5094100057827,2048,Strategy 1
555,Namibia,NMC811,Direct,3037.8255343853975,2048,Strategy 1
1242,Netherlands,LFP,Direct,77.35129695596372,2048,Strategy 1
1245,Netherlands,NCA,Direct,27240.77978540192,2048,Strategy 1
1249,Netherlands,NMC111,Hydro,15487.335089405897,2048,Strategy 1
1252,Netherlands,NMC523,Hydro,17372.794600983307,2048,Strategy 1
1255,Netherlands,NMC622,Hydro,8602.549227227702,2048,Strategy 1
1257,Netherlands,NMC811,Direct,5350.716263352049,2048,Strategy 1
594,Nicaragua,LFP,Direct,0.0,2048,Strategy 1
597,Nicaragua,NCA,Direct,21129.463855214668,2048,Strategy 1
601,Nicaragua,NMC111,Hydro,5359.187429278292,2048,Strategy 1
604,Nicaragua,NMC523,Hydro,6646.404027122929,2048,Strategy 1
607,Nicaragua,NMC622,Hydro,3292.745137603602,2048,Strategy 1
609,Nicaragua,NMC811,Direct,2621.5602775391503,2048,Strategy 1
558,Niger,LFP,Direct,0.0,2048,Strategy 1
561,Niger,NCA,Direct,53774.047567802285,2048,Strategy 1
565,Niger,NMC111,Hydro,13638.503480035335,2048,Strategy 1
568,Niger,NMC523,Hydro,16914.85152613706,2048,Strategy 1
571,Niger,NMC622,Hydro,8380.006001623278,2048,Strategy 1
573,Niger,NMC811,Direct,6672.045786808691,2048,Strategy 1
576,Nigeria,LFP,Direct,0.0,2048,Strategy 1
579,Nigeria,NCA,Direct,3975231.4350541118,2048,Strategy 1
583,Nigeria,NMC111,Hydro,1008220.0880946424,2048,Strategy 1
586,Nigeria,NMC523,Hydro,1250425.7329257028,2048,Strategy 1
588,Nigeria,NMC622,Direct,619489.9001740332,2048,Strategy 1
591,Nigeria,NMC811,Direct,493230.3361304011,2048,Strategy 1
1098,Norway,LFP,Direct,0.0,2048,Strategy 1
1101,Norway,NCA,Direct,12556.418812528764,2048,Strategy 1
1105,Norway,NMC111,Hydro,3223.9597831815845,2048,Strategy 1
1108,Norway,NMC523,Hydro,3954.0427474468993,2048,Strategy 1
