,country,type,recycling_m,scrap,year,Strategy type
771,Denmark,NCA,Direct,4221.618503571098,2031,Strategy 1
760,Denmark,NMC111,Hydro,2402.5926629969936,2031,Strategy 1
769,Denmark,NMC523,Hydro,2694.890449544249,2031,Strategy 1
762,Denmark,NMC622,Direct,1333.8148689601503,2031,Strategy 1
765,Denmark,NMC811,Direct,826.9166075596651,2031,Strategy 1
774,Dominican Rep.,LFP,Direct,0.0,2031,Strategy 1
789,Dominican Rep.,NCA,Direct,309.4212781346032,2031,Strategy 1
777,Dominican Rep.,NMC111,Direct,79.0078408544215,2031,Strategy 1
786,Dominican Rep.,NMC523,Direct,97.33063754714624,2031,Strategy 1
780,Dominican Rep.,NMC622,Direct,48.15013810494281,2031,Strategy 1
783,Dominican Rep.,NMC811,Direct,38.05726576390112,2031,Strategy 1
810,Ecuador,LFP,Direct,0.0,2031,Strategy 1
825,Ecuador,NCA,Direct,231.99986993443963,2031,Strategy 1
813,Ecuador,NMC111,Direct,59.41220622083077,2031,Strategy 1
822,Ecuador,NMC523,Direct,73.08671631046826,2031,Strategy 1
816,Ecuador,NMC622,Direct,36.10790452840686,2031,Strategy 1
819,Ecuador,NMC811,Direct,28.49567614357388,2031,Strategy 1
828,Egypt,LFP,Direct,0.0,2031,Strategy 1
843,Egypt,NCA,Direct,1045.7143330962565,2031,Strategy 1
831,Egypt,NMC111,Direct,265.4894287905452,2031,Strategy 1
840,Egypt,NMC523,Direct,328.9951551549719,2031,Strategy 1
834,Egypt,NMC622,Direct,162.94466008143834,2031,Strategy 1
837,Egypt,NMC811,Direct,128.79186678430565,2031,Strategy 1
2430,El Salvador,LFP,Direct,0.0,2031,Strategy 1
2445,El Salvador,NCA,Direct,35.58308193501605,2031,Strategy 1
2433,El Salvador,NMC111,Direct,3.2104685191052416,2031,Strategy 1
2442,El Salvador,NMC523,Direct,10.46879246193913,2031,Strategy 1
2436,El Salvador,NMC622,Direct,5.727662968214125,2031,Strategy 1
2439,El Salvador,NMC811,Direct,0.0,2031,Strategy 1
864,Estonia,LFP,Direct,0.5298745206990985,2031,Strategy 1
879,Estonia,NCA,Direct,159.03588461823304,2031,Strategy 1
867,Estonia,NMC111,Direct,90.28699547800883,2031,Strategy 1
876,Estonia,NMC523,Direct,101.49790024629289,2031,Strategy 1
870,Estonia,NMC622,Direct,50.27946805702404,2031,Strategy 1
873,Estonia,NMC811,Direct,31.300172423765204,2031,Strategy 1
2916,Eswatini,LFP,Direct,0.0,2031,Strategy 1
2931,Eswatini,NCA,Direct,3.485487216035588,2031,Strategy 1
2919,Eswatini,NMC111,Direct,0.9125163479912372,2031,Strategy 1
2928,Eswatini,NMC523,Direct,1.1006757799034113,2031,Strategy 1
2922,Eswatini,NMC622,Direct,0.5402262140506008,2031,Strategy 1
2925,Eswatini,NMC811,Direct,0.4238784559716584,2031,Strategy 1
882,Ethiopia,LFP,Direct,0.0,2031,Strategy 1
897,Ethiopia,NCA,Direct,150.64372199037155,2031,Strategy 1
885,Ethiopia,NMC111,Direct,39.75579925363802,2031,Strategy 1
894,Ethiopia,NMC523,Direct,47.42565231611944,2031,Strategy 1
888,Ethiopia,NMC622,Direct,23.239513633947187,2031,Strategy 1
891,Ethiopia,NMC811,Direct,18.090916097546227,2031,Strategy 1
918,Fiji,LFP,Direct,0.0,2031,Strategy 1
933,Fiji,NCA,Direct,15.520051762403524,2031,Strategy 1
921,Fiji,NMC111,Direct,1.3597863172910971,2031,Strategy 1
930,Fiji,NMC523,Direct,4.895770241874685,2031,Strategy 1
924,Fiji,NMC622,Direct,2.5886083705525897,2031,Strategy 1
927,Fiji,NMC811,Direct,0.0,2031,Strategy 1
900,Finland,LFP,Direct,7.8719003792046305,2031,Strategy 1
915,Finland,NCA,Direct,2537.450001455568,2031,Strategy 1
903,Finland,NMC111,Direct,1444.908636352123,2031,Strategy 1
912,Finland,NMC523,Direct,1622.6211344194664,2031,Strategy 1
906,Finland,NMC622,Direct,802.4497105573325,2031,Strategy 1
909,Finland,NMC811,Direct,496.221457828268,2031,Strategy 1
937,France,LFP,Hydro,146.34813420862264,2031,Strategy 1
952,France,NCA,Hydro,47276.87283338434,2031,Strategy 1
940,France,NMC111,Hydro,26872.68353844256,2031,Strategy 1
949,France,NMC523,Hydro,30218.008733120267,2031,Strategy 1
943,France,NMC622,Hydro,14955.338941577544,2031,Strategy 1
946,France,NMC811,Hydro,9278.72614913722,2031,Strategy 1
2232,French Polynesia,LFP,Direct,0.0,2031,Strategy 1
2247,French Polynesia,NCA,Direct,75.97220398892607,2031,Strategy 1
2235,French Polynesia,NMC111,Direct,19.627829306167232,2031,Strategy 1
2244,French Polynesia,NMC523,Direct,23.976870370815305,2031,Strategy 1
2238,French Polynesia,NMC622,Direct,11.815911414791948,2031,Strategy 1
2241,French Polynesia,NMC811,Direct,9.304725180525027,2031,Strategy 1
972,Georgia,LFP,Direct,0.0,2031,Strategy 1
987,Georgia,NCA,Direct,17.302786522307528,2031,Strategy 1
975,Georgia,NMC111,Direct,4.492807081241712,2031,Strategy 1
984,Georgia,NMC523,Direct,5.444175280116776,2031,Strategy 1
978,Georgia,NMC622,Direct,2.6827853925568963,2031,Strategy 1
981,Georgia,NMC811,Direct,2.1065563039291337,2031,Strategy 1
738,Germany,LFP,Direct,191.668969573728,2031,Strategy 1
753,Germany,NCA,Direct,64075.37600148229,2031,Strategy 1
742,Germany,NMC111,Hydro,36439.201306324605,2031,Strategy 1
751,Germany,NMC523,Hydro,40940.27584704111,2031,Strategy 1
744,Germany,NMC622,Direct,20260.3718058246,2031,Strategy 1
747,Germany,NMC811,Direct,12564.22913054765,2031,Strategy 1
990,Ghana,LFP,Direct,0.0,2031,Strategy 1
1005,Ghana,NCA,Direct,12.932292410470616,2031,Strategy 1
993,Ghana,NMC111,Direct,5.669127134883751,2031,Strategy 1
1002,Ghana,NMC523,Direct,5.313735215553312,2031,Strategy 1
996,Ghana,NMC622,Direct,2.2179961521104063,2031,Strategy 1
999,Ghana,NMC811,Direct,0.374984250671413,2031,Strategy 1
1026,Greece,LFP,Direct,28.769162773117507,2031,Strategy 1
1041,Greece,NCA,Direct,8195.683238737705,2031,Strategy 1
1030,Greece,NMC111,Hydro,4652.273493220629,2031,Strategy 1
1039,Greece,NMC523,Hydro,5230.354999773975,2031,Strategy 1
1032,Greece,NMC622,Direct,2591.124138840414,2031,Strategy 1
1035,Greece,NMC811,Direct,1613.3908369702865,2031,Strategy 1
1062,Greenland,LFP,Direct,0.0,2031,Strategy 1
1077,Greenland,NCA,Direct,0.3176456025415169,2031,Strategy 1
1065,Greenland,NMC111,Direct,0.0929536683782625,2031,Strategy 1
1074,Greenland,NMC523,Direct,0.0981406849157344,2031,Strategy 1
1068,Greenland,NMC622,Direct,0.0470180313064907,2031,Strategy 1
1071,Greenland,NMC811,Direct,0.0361239055004406,2031,Strategy 1
1044,Grenada,LFP,Direct,0.0,2031,Strategy 1
1059,Grenada,NCA,Direct,11.300647301837916,2031,Strategy 1
1047,Grenada,NMC111,Direct,2.87125584797304,2031,Strategy 1
1056,Grenada,NMC523,Direct,3.5563082353851185,2031,Strategy 1
1050,Grenada,NMC622,Direct,1.7608714469454976,2031,Strategy 1
1053,Grenada,NMC811,Direct,1.3951316634866506,2031,Strategy 1
1080,Guatemala,LFP,Direct,0.0,2031,Strategy 1
1095,Guatemala,NCA,Direct,604.3503545703677,2031,Strategy 1
1083,Guatemala,NMC111,Direct,155.87266488611965,2031,Strategy 1
1092,Guatemala,NMC523,Direct,190.67466626288768,2031,Strategy 1
1086,Guatemala,NMC622,Direct,94.13362590909432,2031,Strategy 1
1089,Guatemala,NMC811,Direct,74.33388937472782,2031,Strategy 1
1008,Guinea,LFP,Direct,0.0,2031,Strategy 1
1023,Guinea,NCA,Direct,1.2119008188267175,2031,Strategy 1
1011,Guinea,NMC111,Direct,0.3228204429566312,2031,Strategy 1
1020,Guinea,NMC523,Direct,0.3118543841104137,2031,Strategy 1
1014,Guinea,NMC622,Direct,0.1544846802019553,2031,Strategy 1
1017,Guinea,NMC811,Direct,0.1229408394702794,2031,Strategy 1
1098,Guyana,LFP,Direct,0.0,2031,Strategy 1
1113,Guyana,NCA,Direct,260.7516210364703,2031,Strategy 1
1101,Guyana,NMC111,Direct,66.13321531872889,2031,Strategy 1
1110,Guyana,NMC523,Direct,82.02050298796489,2031,Strategy 1
1104,Guyana,NMC622,Direct,40.63486779654757,2031,Strategy 1
1107,Guyana,NMC811,Direct,32.32253054696953,2031,Strategy 1
1116,Honduras,LFP,Direct,0.0,2031,Strategy 1
1131,Honduras,NCA,Direct,80.54683889852937,2031,Strategy 1
1119,Honduras,NMC111,Direct,21.24678785896212,2031,Strategy 1
1128,Honduras,NMC523,Direct,25.438013479415808,2031,Strategy 1
1122,Honduras,NMC622,Direct,12.46915962934661,2031,Strategy 1
1125,Honduras,NMC811,Direct,9.642913693722551,2031,Strategy 1
1152,Hungary,LFP,Direct,3.448235351941197,2031,Strategy 1
1167,Hungary,NCA,Direct,1034.4606050966302,2031,Strategy 1
1155,Hungary,NMC111,Direct,587.2340648184897,2031,Strategy 1
1165,Hungary,NMC523,Hydro,660.1936217201987,2031,Strategy 1
1158,Hungary,NMC622,Direct,327.0539285819717,2031,Strategy 1
1161,Hungary,NMC811,Direct,203.6197465736948,2031,Strategy 1
1242,Iceland,LFP,Direct,0.0,2031,Strategy 1
1257,Iceland,NCA,Direct,274.1578445688607,2031,Strategy 1
1245,Iceland,NMC111,Direct,72.75500893565086,2031,Strategy 1
1254,Iceland,NMC523,Direct,87.25310531415536,2031,Strategy 1
1248,Iceland,NMC622,Direct,42.6118730432841,2031,Strategy 1
1251,Iceland,NMC811,Direct,32.97832330402451,2031,Strategy 1
1188,India,LFP,Direct,0.0,2031,Strategy 1
1203,India,NCA,Direct,13580.159746987654,2031,Strategy 1
1192,India,NMC111,Hydro,3444.363858858899,2031,Strategy 1
1201,India,NMC523,Hydro,4271.855624704385,2031,Strategy 1
1194,India,NMC622,Direct,2116.329398999728,2031,Strategy 1
1197,India,NMC811,Direct,1684.5190602283774,2031,Strategy 1
1170,Indonesia,LFP,Direct,0.0,2031,Strategy 1
1185,Indonesia,NCA,Direct,9687.910297631095,2031,Strategy 1
1174,Indonesia,NMC111,Hydro,2486.969068792192,2031,Strategy 1
1183,Indonesia,NMC523,Hydro,3056.9917457056767,2031,Strategy 1
1176,Indonesia,NMC622,Direct,1508.7850084130764,2031,Strategy 1
1179,Indonesia,NMC811,Direct,1187.288948928736,2031,Strategy 1
1224,Iran,LFP,Direct,0.0,2031,Strategy 1
1239,Iran,NCA,Direct,31.981067597433995,2031,Strategy 1
1227,Iran,NMC111,Direct,19.946871288560256,2031,Strategy 1
1236,Iran,NMC523,Direct,7.197024584757359,2031,Strategy 1
1230,Iran,NMC622,Direct,1.8401996220792445,2031,Strategy 1
1233,Iran,NMC811,Direct,0.0518191222980215,2031,Strategy 1
1206,Ireland,LFP,Direct,5.090228752699608,2031,Strategy 1
1221,Ireland,NCA,Direct,1541.519055708576,2031,Strategy 1
1210,Ireland,NMC111,Hydro,875.2177852435868,2031,Strategy 1
1219,Ireland,NMC523,Hydro,983.8425948463912,2031,Strategy 1
1212,Ireland,NMC622,Direct,487.34967610169497,2031,Strategy 1
1215,Ireland,NMC811,Direct,303.3336399150037,2031,Strategy 1
1260,Israel,LFP,Direct,0.0,2031,Strategy 1
1275,Israel,NCA,Direct,8397.03128889304,2031,Strategy 1
1264,Israel,NMC111,Hydro,2132.090846533168,2031,Strategy 1
1273,Israel,NMC523,Hydro,2642.035456619465,2031,Strategy 1
1266,Israel,NMC622,Direct,1308.475029410416,2031,Strategy 1
1269,Israel,NMC811,Direct,1040.6496151426957,2031,Strategy 1
1279,Italy,LFP,Hydro,155.838155838813,2031,Strategy 1
1294,Italy,NCA,Hydro,48536.10186440393,2031,Strategy 1
1282,Italy,NMC111,Hydro,27557.937671252777,2031,Strategy 1
1291,Italy,NMC523,Hydro,30980.73557770602,2031,Strategy 1
1285,Italy,NMC622,Hydro,15345.745771097983,2031,Strategy 1
1288,Italy,NMC811,Hydro,9548.519365115297,2031,Strategy 1
1296,Jamaica,LFP,Direct,0.0,2031,Strategy 1
1311,Jamaica,NCA,Direct,6.043248125067461,2031,Strategy 1
1299,Jamaica,NMC111,Direct,1.441599836487982,2031,Strategy 1
1308,Jamaica,NMC523,Direct,1.9471660552251056,2031,Strategy 1
1302,Jamaica,NMC622,Direct,0.9128826359651216,2031,Strategy 1
1305,Jamaica,NMC811,Direct,0.3229707035667164,2031,Strategy 1
1332,Japan,LFP,Direct,0.0,2031,Strategy 1
1347,Japan,NCA,Direct,6452.566012321903,2031,Strategy 1
1336,Japan,NMC111,Hydro,1676.6202768818698,2031,Strategy 1
1345,Japan,NMC523,Hydro,2036.955210894537,2031,Strategy 1
1338,Japan,NMC622,Direct,1003.8673755673605,2031,Strategy 1
1341,Japan,NMC811,Direct,786.3136921425158,2031,Strategy 1
1314,Jordan,LFP,Direct,0.0,2031,Strategy 1
1329,Jordan,NCA,Direct,299.2739671084614,2031,Strategy 1
1317,Jordan,NMC111,Direct,78.13829251880928,2031,Strategy 1
1326,Jordan,NMC523,Direct,94.89043530817663,2031,Strategy 1
1320,Jordan,NMC622,Direct,46.58656460368319,2031,Strategy 1
1323,Jordan,NMC811,Direct,36.36176602200432,2031,Strategy 1
1350,Kazakhstan,LFP,Direct,0.0,2031,Strategy 1
1365,Kazakhstan,NCA,Direct,535.4098661502143,2031,Strategy 1
1353,Kazakhstan,NMC111,Direct,145.25099286946434,2031,Strategy 1
1362,Kazakhstan,NMC523,Direct,167.93353876639335,2031,Strategy 1
1356,Kazakhstan,NMC622,Direct,81.96453598014169,2031,Strategy 1
1359,Kazakhstan,NMC811,Direct,63.19762088017593,2031,Strategy 1
1368,Kenya,LFP,Direct,0.0,2031,Strategy 1
1383,Kenya,NCA,Direct,1682.9843369950888,2031,Strategy 1
1371,Kenya,NMC111,Direct,427.2364861335106,2031,Strategy 1
1381,Kenya,NMC523,Hydro,529.4714127780983,2031,Strategy 1
1374,Kenya,NMC622,Direct,262.24582719257955,2031,Strategy 1
1377,Kenya,NMC811,Direct,208.22050394953868,2031,Strategy 1
1422,Kiribati,LFP,Direct,0.0,2031,Strategy 1
1437,Kiribati,NCA,Direct,0.537525760521269,2031,Strategy 1
1425,Kiribati,NMC111,Direct,0.1395187444163892,2031,Strategy 1
1434,Kiribati,NMC523,Direct,0.1664290487100629,2031,Strategy 1
1428,Kiribati,NMC622,Direct,0.0823313576903166,2031,Strategy 1
1431,Kiribati,NMC811,Direct,0.0651203076663573,2031,Strategy 1
1440,Korea,LFP,Direct,0.0,2031,Strategy 1
1455,Korea,NCA,Direct,29936.267995826027,2031,Strategy 1
1444,Korea,NMC111,Hydro,7600.277294653621,2031,Strategy 1
1453,Korea,NMC523,Hydro,9419.337910174903,2031,Strategy 1
1447,Korea,NMC622,Hydro,4665.187018869642,2031,Strategy 1
1449,Korea,NMC811,Direct,3703.127520198893,2031,Strategy 1
1458,Kuwait,LFP,Direct,0.0,2031,Strategy 1
1473,Kuwait,NCA,Direct,7.4144468060333795,2031,Strategy 1
1461,Kuwait,NMC111,Direct,4.094314390176558,2031,Strategy 1
1470,Kuwait,NMC523,Direct,2.760841027417015,2031,Strategy 1
1464,Kuwait,NMC622,Direct,1.591468090462937,2031,Strategy 1
1467,Kuwait,NMC811,Direct,0.5995213184416693,2031,Strategy 1
1386,Kyrgyzstan,LFP,Direct,0.0,2031,Strategy 1
1401,Kyrgyzstan,NCA,Direct,1.5977854424822375,2031,Strategy 1
1389,Kyrgyzstan,NMC111,Direct,0.9021616430645252,2031,Strategy 1
1398,Kyrgyzstan,NMC523,Direct,0.4776136936614945,2031,Strategy 1
1392,Kyrgyzstan,NMC622,Direct,0.182715014237903,2031,Strategy 1
1395,Kyrgyzstan,NMC811,Direct,0.3299036143594623,2031,Strategy 1
1476,Lao People's Dem. Rep.,LFP,Direct,0.0,2031,Strategy 1
1491,Lao People's Dem. Rep.,NCA,Direct,717.8256195621728,2031,Strategy 1
1479,Lao People's Dem. Rep.,NMC111,Direct,182.09445932871807,2031,Strategy 1
1488,Lao People's Dem. Rep.,NMC523,Direct,225.78462830112883,2031,Strategy 1
1482,Lao People's Dem. Rep.,NMC622,Direct,111.85547261737744,2031,Strategy 1
1485,Lao People's Dem. Rep.,NMC811,Direct,89.05014486518357,2031,Strategy 1
1602,Latvia,LFP,Direct,0.6147818667149989,2031,Strategy 1
1617,Latvia,NCA,Direct,184.3348703535532,2031,Strategy 1
1605,Latvia,NMC111,Direct,104.64850592191524,2031,Strategy 1
1614,Latvia,NMC523,Direct,117.64341431953665,2031,Strategy 1
1608,Latvia,NMC622,Direct,58.27784746971802,2031,Strategy 1
1611,Latvia,NMC811,Direct,36.28013176332143,2031,Strategy 1
1494,Lebanon,LFP,Direct,0.0,2031,Strategy 1
1509,Lebanon,NCA,Direct,926.5011419442968,2031,Strategy 1
1497,Lebanon,NMC111,Direct,235.0501481466599,2031,Strategy 1
1506,Lebanon,NMC523,Direct,291.44493513372765,2031,Strategy 1
1500,Lebanon,NMC622,Direct,144.37808967971944,2031,Strategy 1
1503,Lebanon,NMC811,Direct,114.90013312523124,2031,Strategy 1
1548,Lesotho,LFP,Direct,0.0,2031,Strategy 1
1563,Lesotho,NCA,Direct,28.46709670551015,2031,Strategy 1
1551,Lesotho,NMC111,Direct,7.245050672774738,2031,Strategy 1
1560,Lesotho,NMC523,Direct,8.955229855310932,2031,Strategy 1
1554,Lesotho,NMC622,Direct,4.433665195003468,2031,Strategy 1
1557,Lesotho,NMC811,Direct,3.504350015446431,2031,Strategy 1
1566,Lithuania,LFP,Direct,1.015036317205282,2031,Strategy 1
1581,Lithuania,NCA,Direct,304.4515160638147,2031,Strategy 1
1569,Lithuania,NMC111,Direct,172.8403363519634,2031,Strategy 1
1578,Lithuania,NMC523,Direct,194.3026983140413,2031,Strategy 1
1572,Lithuania,NMC622,Direct,96.25293944505816,2031,Strategy 1
1575,Lithuania,NMC811,Direct,59.92063814618201,2031,Strategy 1
1584,Luxembourg,LFP,Direct,0.776626919228487,2031,Strategy 1
1599,Luxembourg,NCA,Direct,235.9578895848833,2031,Strategy 1
1587,Luxembourg,NMC111,Direct,133.97295172152502,2031,Strategy 1
1596,Luxembourg,NMC523,Direct,150.5973576160533,2031,Strategy 1
1590,Luxembourg,NMC622,Direct,74.59757846890513,2031,Strategy 1
1593,Luxembourg,NMC811,Direct,46.42726366767148,2031,Strategy 1
1656,Madagascar,LFP,Direct,0.0,2031,Strategy 1
1671,Madagascar,NCA,Direct,69.10505423267782,2031,Strategy 1
1659,Madagascar,NMC111,Direct,17.68233635140532,2031,Strategy 1
1668,Madagascar,NMC523,Direct,21.787808790044,2031,Strategy 1
1662,Madagascar,NMC622,Direct,10.76364598205163,2031,Strategy 1
1665,Madagascar,NMC811,Direct,8.482163217663523,2031,Strategy 1
1836,Malawi,LFP,Direct,0.0,2031,Strategy 1
1851,Malawi,NCA,Direct,296.3019757767801,2031,Strategy 1
1839,Malawi,NMC111,Direct,76.29075398240519,2031,Strategy 1
1848,Malawi,NMC523,Direct,93.4956407445966,2031,Strategy 1
1842,Malawi,NMC622,Direct,46.10917778048323,2031,Strategy 1
1845,Malawi,NMC811,Direct,36.2695939099508,2031,Strategy 1
1854,Malaysia,LFP,Direct,0.0,2031,Strategy 1
1869,Malaysia,NCA,Direct,8.782249549492636,2031,Strategy 1
1857,Malaysia,NMC111,Direct,2.581869904647194,2031,Strategy 1
1866,Malaysia,NMC523,Direct,2.56905009064298,2031,Strategy 1
1860,Malaysia,NMC622,Direct,1.2408881505892957,2031,Strategy 1
1863,Malaysia,NMC811,Direct,0.9879814421898518,2031,Strategy 1
1674,Maldives,LFP,Direct,0.0,2031,Strategy 1
1689,Maldives,NCA,Direct,23.073561597389787,2031,Strategy 1
1677,Maldives,NMC111,Direct,6.058112468665233,2031,Strategy 1
1686,Maldives,NMC523,Direct,7.300111855457589,2031,Strategy 1
1680,Maldives,NMC622,Direct,3.5886621276217343,2031,Strategy 1
1683,Maldives,NMC811,Direct,2.819446537851967,2031,Strategy 1
1728,Mali,LFP,Direct,0.0,2031,Strategy 1
1743,Mali,NCA,Direct,18.07875805578124,2031,Strategy 1
1731,Mali,NMC111,Direct,4.64441865624727,2031,Strategy 1
1740,Mali,NMC523,Direct,5.706616075477679,2031,Strategy 1
1734,Mali,NMC622,Direct,2.815543485761585,2031,Strategy 1
1737,Mali,NMC811,Direct,2.209310531538728,2031,Strategy 1
1746,Malta,LFP,Direct,0.2350235716195046,2031,Strategy 1
1761,Malta,NCA,Direct,70.63940795513786,2031,Strategy 1
1749,Malta,NMC111,Direct,40.10378161357286,2031,Strategy 1
1758,Malta,NMC523,Direct,45.08294158724935,2031,Strategy 1
1752,Malta,NMC622,Direct,22.33272744967336,2031,Strategy 1
1755,Malta,NMC811,Direct,13.902119303489128,2031,Strategy 1
1800,Mauritania,LFP,Direct,0.0,2031,Strategy 1
1815,Mauritania,NCA,Direct,0.1142638756825834,2031,Strategy 1
1803,Mauritania,NMC111,Direct,0.0306280647462103,2031,Strategy 1
1812,Mauritania,NMC523,Direct,0.0364690427960389,2031,Strategy 1
1806,Mauritania,NMC622,Direct,0.0177466959365193,2031,Strategy 1
1809,Mauritania,NMC811,Direct,0.0038407827248634,2031,Strategy 1
1818,Mauritius,LFP,Direct,0.0,2031,Strategy 1
1833,Mauritius,NCA,Direct,111.13835162689898,2031,Strategy 1
1821,Mauritius,NMC111,Direct,28.45675908756177,2031,Strategy 1
1830,Mauritius,NMC523,Direct,35.02849787374409,2031,Strategy 1
1824,Mauritius,NMC622,Direct,17.304189854404477,2031,Strategy 1
1827,Mauritius,NMC811,Direct,13.658057894104328,2031,Strategy 1
1692,Mexico,LFP,Direct,0.0,2031,Strategy 1
1707,Mexico,NCA,Direct,4436.920899505993,2031,Strategy 1
1696,Mexico,NMC111,Hydro,1126.283409274631,2031,Strategy 1
1705,Mexico,NMC523,Hydro,1395.9469479485977,2031,Strategy 1
1698,Mexico,NMC622,Direct,691.4024599773932,2031,Strategy 1
1701,Mexico,NMC811,Direct,550.076820850943,2031,Strategy 1
1764,Mongolia,LFP,Direct,0.0,2031,Strategy 1
1779,Mongolia,NCA,Direct,59.74231792866402,2031,Strategy 1
1767,Mongolia,NMC111,Direct,15.473692056636915,2031,Strategy 1
1776,Mongolia,NMC523,Direct,18.85926726930388,2031,Strategy 1
1770,Mongolia,NMC622,Direct,9.301526132121966,2031,Strategy 1
1773,Mongolia,NMC811,Direct,7.330362639162415,2031,Strategy 1
2898,Montenegro,LFP,Direct,0.0,2031,Strategy 1
2913,Montenegro,NCA,Direct,17.034934739239795,2031,Strategy 1
2901,Montenegro,NMC111,Direct,4.389798355265557,2031,Strategy 1
2910,Montenegro,NMC523,Direct,5.372282514420941,2031,Strategy 1
2904,Montenegro,NMC622,Direct,2.6504618483523625,2031,Strategy 1
2907,Montenegro,NMC811,Direct,2.0887012254419126,2031,Strategy 1
1620,Morocco,LFP,Direct,0.0,2031,Strategy 1
1635,Morocco,NCA,Direct,293.332472478058,2031,Strategy 1
1623,Morocco,NMC111,Direct,74.9373032609373,2031,Strategy 1
1632,Morocco,NMC523,Direct,92.4028928905286,2031,Strategy 1
1626,Morocco,NMC622,Direct,45.68180281063103,2031,Strategy 1
1629,Morocco,NMC811,Direct,36.0264605844865,2031,Strategy 1
1782,Mozambique,LFP,Direct,0.0,2031,Strategy 1
1797,Mozambique,NCA,Direct,0.6342102697000062,2031,Strategy 1
1785,Mozambique,NMC111,Direct,0.3118940077328734,2031,Strategy 1
1794,Mozambique,NMC523,Direct,0.2475780821219155,2031,Strategy 1
1788,Mozambique,NMC622,Direct,0.0937070616918758,2031,Strategy 1
1791,Mozambique,NMC811,Direct,0.0225098205745918,2031,Strategy 1
2880,Myanmar,LFP,Direct,0.0,2031,Strategy 1
2895,Myanmar,NCA,Direct,662.8735900020447,2031,Strategy 1
2883,Myanmar,NMC111,Direct,168.65521016917353,2031,Strategy 1
2892,Myanmar,NMC523,Direct,208.6937099659292,2031,Strategy 1
2886,Myanmar,NMC622,Direct,103.2861129880072,2031,Strategy 1
2889,Myanmar,NMC811,Direct,81.93617077187868,2031,Strategy 1
1872,Namibia,LFP,Direct,0.0,2031,Strategy 1
1887,Namibia,NCA,Direct,116.88545901450966,2031,Strategy 1
1875,Namibia,NMC111,Direct,29.904075163099176,2031,Strategy 1
1884,Namibia,NMC523,Direct,36.79490394290242,2031,Strategy 1
1878,Namibia,NMC622,Direct,18.18883926027074,2031,Strategy 1
1881,Namibia,NMC811,Direct,14.382248190310436,2031,Strategy 1
1998,Nepal,LFP,Direct,0.0,2031,Strategy 1
