Year,country,scenario,eol_available_lithium_t,eol_captured_lithium_t,eol_capture_loss_lithium_t,manufacturing_available_lithium_t,manufacturing_captured_lithium_t,manufacturing_capture_loss_lithium_t,total_available_lithium_t,total_captured_lithium_t,total_capture_loss_lithium_t,capture_loss_rate
2011,Andorra,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Angola,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Argentina,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Armenia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Aruba,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Australia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Austria,baseline,2.64884631854775e-05,1.5935459452383263e-05,1.0553003733094236e-05,0.0,0.0,0.0,2.64884631854775e-05,1.5935459452383263e-05,1.0553003733094236e-05,0.39840000000000003
2011,Azerbaijan,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Bahamas,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Bahrain,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Bangladesh,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Barbados,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Belarus,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Belgium,baseline,4.2307338911115e-05,2.5452095088926783e-05,1.6855243822188216e-05,0.0,0.0,0.0,4.2307338911115e-05,2.5452095088926783e-05,1.6855243822188216e-05,0.3984
2011,Benin,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Bermuda,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Bolivia (Plurinational State of),baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Bosnia Herzegovina,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Botswana,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Brazil,baseline,1.6020529606996112e-06,8.039101756790649e-07,7.981427850205463e-07,0.0,0.0,0.0,1.6020529606996112e-06,8.039101756790649e-07,7.981427850205463e-07,0.4982
2011,Brunei Darussalam,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Bulgaria,baseline,5.641361414944504e-08,1.7177945508506015e-08,3.9235668640939026e-08,0.0,0.0,0.0,5.641361414944504e-08,1.7177945508506015e-08,3.9235668640939026e-08,0.6955
2011,Burkina Faso,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Burundi,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,C?te d'Ivoire,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Cabo Verde,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Cambodia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Cameroon,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Canada,baseline,4.856054971423491e-07,2.921402670808372e-07,1.9346523006151186e-07,0.0,0.0,0.0,4.856054971423491e-07,2.921402670808372e-07,1.9346523006151186e-07,0.3984
2011,Cayman Isds,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Chile,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,China,baseline,0.005655016267205265,0.002837687162883602,0.0028173291043216628,0.0,0.0,0.0,0.005655016267205265,0.002837687162883602,0.0028173291043216628,0.4981999999999999
2011,Colombia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Comoros,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Congo,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Costa Rica,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Croatia,baseline,4.6104498661402296e-08,1.4038819842396998e-08,3.2065678819005296e-08,0.0,0.0,0.0,4.6104498661402296e-08,1.4038819842396998e-08,3.2065678819005296e-08,0.6955
2011,Cyprus,baseline,1.9884801604330428e-08,1.1962696645165187e-08,7.922104959165242e-09,0.0,0.0,0.0,1.9884801604330428e-08,1.1962696645165187e-08,7.922104959165242e-09,0.3983999999999999
2011,Czechia,baseline,5.652236986503268e-07,2.83629251982734e-07,2.815944466675928e-07,0.0,0.0,0.0,5.652236986503268e-07,2.83629251982734e-07,2.815944466675928e-07,0.4981999999999999
2011,Denmark,baseline,5.4058088133600005e-06,3.2521345821173764e-06,2.153674231242624e-06,0.0,0.0,0.0,5.4058088133600005e-06,3.2521345821173764e-06,2.153674231242624e-06,0.3984
2011,Dominican Rep.,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Ecuador,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Egypt,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,El Salvador,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Estonia,baseline,2.4683525208099205e-08,1.4849608765192483e-08,9.833916442906722e-09,0.0,0.0,0.0,2.4683525208099205e-08,1.4849608765192483e-08,9.833916442906722e-09,0.3984
